Name, Org Name, Total Networks Searched, Total Devices Searched, Time Frame, License Plate, Reason, Case #, Filters, Search Time, Search Type, Text Prompt, Moderation
Tim Frye,Champaign IL PD,1457,21017,"08/30/2025, 09:00:50 PM UTC
09/06/2025, 09:00:50 PM UTC",JZP635,c25-31237,,,"09/06/2025, 08:35:26 PM UTC",lookup,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 10:00:00 PM UTC",,C25-29312,,Lincoln,"09/06/2025, 08:37:20 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 09:30:00 PM UTC",,C25-29312,,Lincoln,"09/06/2025, 08:37:32 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,1,1,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 09:30:00 PM UTC",,C25-29312,,Lincoln,"09/06/2025, 08:38:46 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 09:30:00 PM UTC",,C25-29312,,Lincolnblack,"09/06/2025, 08:42:03 PM UTC",search,,
Kenneth Meyer,Champaign IL PD,3,81,"09/06/2025, 06:30:00 PM UTC
09/06/2025, 09:00:00 PM UTC",,C25-31228,,SedanBuickwhiteillinois,"09/06/2025, 08:42:40 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 10:00:00 PM UTC",,C25-29312,,Lincolnblack,"09/06/2025, 08:43:57 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 10:30:00 PM UTC",,C25-29312,,Lincolnblack,"09/06/2025, 08:44:32 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 09:00:00 PM UTC
08/22/2025, 10:30:00 PM UTC",,C25-29312,,Lincolnblack,"09/06/2025, 08:51:22 PM UTC",search,,
Sebastian Mora Monge,Champaign IL PD,3,81,"08/22/2025, 08:00:00 PM UTC
08/22/2025, 10:30:00 PM UTC",,C25-29312,,Lincolnblack,"09/06/2025, 08:51:42 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20969,"08/22/2025, 03:30:00 PM UTC
08/23/2025, 04:30:00 AM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 05:08:26 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20969,"08/22/2025, 03:30:00 PM UTC
08/23/2025, 04:30:00 AM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 05:08:44 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20969,"08/22/2025, 03:30:00 PM UTC
08/23/2025, 04:30:00 AM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 05:08:58 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20969,"08/15/2025, 03:30:00 PM UTC
08/23/2025, 04:30:00 AM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 05:09:25 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20972,"09/03/2025, 05:30:59 PM UTC
09/04/2025, 05:30:59 PM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 05:30:03 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20973,"08/28/2025, 06:00:14 PM UTC
09/04/2025, 06:00:14 PM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 05:31:18 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,3,81,"08/07/2025, 04:00:00 PM UTC
09/04/2025, 06:00:00 PM UTC",,C25-29891,,,"09/04/2025, 05:47:23 PM UTC",search,,
Lauren Hill,Champaign IL PD,3,81,"08/07/2025, 04:00:00 PM UTC
09/04/2025, 06:00:00 PM UTC",EY57600,C25-29891,,,"09/04/2025, 05:47:36 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,21012,"09/03/2025, 11:30:28 PM UTC
09/05/2025, 11:30:28 PM UTC",FR35020,c25-30281,,,"09/05/2025, 11:19:30 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/04/2025, 11:30:33 PM UTC
09/05/2025, 11:30:33 PM UTC",FR35020,c25-30281,,,"09/05/2025, 11:23:36 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"09/05/2025, 10:00:31 PM UTC
09/06/2025, 12:00:31 AM UTC",FR35020,FLEEING,,,"09/05/2025, 11:34:34 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/06/2025, 11:34:37 PM UTC
09/05/2025, 11:34:37 PM UTC",FR35020,FLEEING,,,"09/05/2025, 11:34:43 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:04 AM UTC
09/06/2025, 12:00:04 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:43:06 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:04 AM UTC
09/06/2025, 12:00:04 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:43:32 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:51 AM UTC
09/06/2025, 12:00:51 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:44:54 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:51 AM UTC
09/06/2025, 12:00:51 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:46:01 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:34 AM UTC
09/06/2025, 12:00:34 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:46:37 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:24 AM UTC
09/06/2025, 12:00:24 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:47:26 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21012,"08/29/2025, 10:30:47 PM UTC
09/05/2025, 10:30:47 PM UTC",BW22693,battery,c24- 8690,,"09/05/2025, 11:47:34 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21012,"09/05/2025, 12:00:41 AM UTC
09/06/2025, 12:00:41 AM UTC",BW22693,battery,c24- 8690,,"09/05/2025, 11:47:43 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:24 AM UTC
09/06/2025, 12:00:24 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:48:12 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:24 AM UTC
09/06/2025, 12:00:24 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:50:02 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:24 AM UTC
09/06/2025, 12:00:24 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:50:20 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:47 AM UTC
09/06/2025, 12:00:47 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:50:49 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:08 AM UTC
09/06/2025, 12:00:08 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:51:10 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:27 AM UTC
09/06/2025, 12:00:27 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:51:29 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:02 AM UTC
09/06/2025, 12:00:02 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:52:04 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:24 AM UTC
09/06/2025, 12:00:24 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:53:26 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:38 AM UTC
09/06/2025, 12:00:38 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:54:40 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:28 AM UTC
09/06/2025, 12:00:28 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:55:31 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:00:16 AM UTC
09/06/2025, 12:00:16 AM UTC",FR35020,c25-30281,,,"09/05/2025, 11:58:18 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:50 AM UTC
09/06/2025, 12:30:50 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:00:53 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:43 AM UTC
09/06/2025, 12:30:43 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:02:45 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:03:56 AM UTC
09/06/2025, 12:03:56 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:04:02 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:16 AM UTC
09/06/2025, 12:30:16 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:04:18 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:06:05 AM UTC
09/06/2025, 12:06:05 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:06:10 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:21 AM UTC
09/06/2025, 12:30:21 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:07:24 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:57 AM UTC
09/06/2025, 12:30:57 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:07:59 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:11:16 AM UTC
09/06/2025, 12:11:16 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:11:21 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:36 AM UTC
09/06/2025, 12:30:36 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:11:38 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:11:49 AM UTC
09/06/2025, 12:11:49 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:11:54 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:55 AM UTC
09/06/2025, 12:30:55 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:12:57 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:14:03 AM UTC
09/06/2025, 12:14:03 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:14:08 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:09 AM UTC
09/06/2025, 12:30:09 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:15:12 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:15:51 AM UTC
09/06/2025, 12:15:51 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:15:56 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:18:28 AM UTC
09/06/2025, 12:18:28 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:18:33 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:05 AM UTC
09/06/2025, 12:30:05 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:19:07 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:19:51 AM UTC
09/06/2025, 12:19:51 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:19:55 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:16 AM UTC
09/06/2025, 12:30:16 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:20:18 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:53 AM UTC
09/06/2025, 12:30:53 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:21:56 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:22:11 AM UTC
09/06/2025, 12:22:11 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:22:18 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:23:17 AM UTC
09/06/2025, 12:23:17 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:23:22 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:24:08 AM UTC
09/06/2025, 12:24:08 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:24:13 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:25:46 AM UTC
09/06/2025, 12:25:46 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:25:51 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21012,"09/05/2025, 12:30:07 AM UTC
09/06/2025, 12:30:07 AM UTC",FR35020,c25-30281,,,"09/06/2025, 12:26:09 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:28:15 AM UTC
09/06/2025, 12:28:15 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:28:20 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:30:03 AM UTC
09/06/2025, 12:30:03 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:30:08 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:32:11 AM UTC
09/06/2025, 12:32:11 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:32:16 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:33:12 AM UTC
09/06/2025, 12:33:12 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:33:16 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:35:55 AM UTC
09/06/2025, 12:35:55 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:36:00 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:36:43 AM UTC
09/06/2025, 12:36:43 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:36:50 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:37:23 AM UTC
09/06/2025, 12:37:23 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:37:27 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:37:48 AM UTC
09/06/2025, 12:37:48 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:37:54 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:37:56 AM UTC
09/06/2025, 12:37:56 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:38:02 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:38:15 AM UTC
09/06/2025, 12:38:15 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:38:20 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:39:26 AM UTC
09/06/2025, 12:39:26 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:39:32 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:39:50 AM UTC
09/06/2025, 12:39:50 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:39:54 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:40:42 AM UTC
09/06/2025, 12:40:42 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:40:48 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:43:08 AM UTC
09/06/2025, 12:43:08 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:43:12 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:44:28 AM UTC
09/06/2025, 12:44:28 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:44:33 AM UTC",lookup,,
Tyler Bialeschki,Champaign IL PD,3,81,"09/05/2025, 01:00:33 AM UTC
09/06/2025, 01:00:33 AM UTC",FR35020,C25-30281,,,"09/06/2025, 12:44:35 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:44:49 AM UTC
09/06/2025, 12:44:49 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:44:54 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:49:05 AM UTC
09/06/2025, 12:49:05 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:49:09 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,21012,"08/07/2025, 12:49:25 AM UTC
09/06/2025, 12:49:25 AM UTC",FR35020,FLEEING,,,"09/06/2025, 12:49:30 AM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20981,"08/28/2025, 06:00:14 PM UTC
09/04/2025, 06:00:14 PM UTC",EQ88072,Forgery,C25-29312,,"09/04/2025, 07:03:10 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20983,"09/03/2025, 08:00:15 PM UTC
09/04/2025, 08:00:15 PM UTC",TK6150HZ,c23-35963,,,"09/04/2025, 07:38:20 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20983,"08/05/2025, 08:00:25 PM UTC
09/04/2025, 08:00:25 PM UTC",TK6150HZ,c23-35963,,,"09/04/2025, 07:38:32 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20983,"08/05/2025, 08:00:25 PM UTC
09/04/2025, 08:00:25 PM UTC",,c23-35963,,,"09/04/2025, 07:39:00 PM UTC",search,,
Payton Lareau,Champaign IL PD,1457,20984,"09/03/2025, 08:00:33 PM UTC
09/04/2025, 08:00:33 PM UTC",DY47019,c24-5353,,,"09/04/2025, 07:45:35 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20984,"09/02/2025, 08:00:51 PM UTC
09/04/2025, 08:00:51 PM UTC",DY47019,c24-5353,,,"09/04/2025, 07:45:54 PM UTC",lookup,,
Clinton Lebeau,Champaign IL PD,3,81,"09/03/2025, 08:30:25 PM UTC
09/04/2025, 08:30:25 PM UTC",AM87659,Stolen,,arizona,"09/04/2025, 08:07:27 PM UTC",lookup,,
Clinton Lebeau,Champaign IL PD,1457,20984,"09/03/2025, 08:30:25 PM UTC
09/04/2025, 08:30:25 PM UTC",AM87659,Stolen,,arizona,"09/04/2025, 08:07:50 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20984,"09/03/2025, 08:30:56 PM UTC
09/04/2025, 08:30:56 PM UTC",DY47019,c24-5353,,,"09/04/2025, 08:15:59 PM UTC",lookup,,
Payton Adams,Champaign IL PD,3,81,"09/05/2025, 03:00:48 AM UTC
09/05/2025, 05:00:48 AM UTC",,stolen,,,"09/05/2025, 04:55:14 AM UTC",search,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/04/2025, 05:00:44 AM UTC
09/05/2025, 05:00:44 AM UTC",562AC240,stolen,,,"09/05/2025, 04:55:46 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,1457,20989,"09/04/2025, 05:00:44 AM UTC
09/05/2025, 05:00:44 AM UTC",562AC240,stolen,,,"09/05/2025, 04:55:58 AM UTC",lookup,,
Arthur Miller,Champaign IL PD,1457,21006,"09/04/2025, 06:00:00 AM UTC
09/05/2025, 07:00:00 PM UTC",EF71696,C25-400001137,,,"09/05/2025, 07:03:34 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,3,81,"09/04/2025, 07:30:28 PM UTC
09/05/2025, 07:30:28 PM UTC",FJ17356,c25-31904,,,"09/05/2025, 07:17:30 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,3,81,"09/04/2025, 07:30:45 PM UTC
09/05/2025, 07:30:45 PM UTC",FJ17356,c25-31904,,,"09/05/2025, 07:17:47 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21008,"09/04/2025, 07:30:45 PM UTC
09/05/2025, 07:30:45 PM UTC",FJ17356,c25-31904,,,"09/05/2025, 07:18:20 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21008,"09/04/2025, 07:30:45 PM UTC
09/05/2025, 07:30:45 PM UTC",FJ17356,c25-31904,,,"09/05/2025, 07:18:20 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,21008,"09/04/2025, 07:30:09 PM UTC
09/05/2025, 07:30:09 PM UTC",FJ17356,c25-31904,,,"09/05/2025, 07:28:12 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,3,81,"08/26/2025, 11:00:00 AM UTC
09/04/2025, 01:00:00 PM UTC",EY57600,C25-29891,,,"09/04/2025, 12:52:33 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,1457,20953,"08/28/2025, 12:52:47 PM UTC
09/04/2025, 12:52:47 PM UTC",EY57600,C25-29891,,,"09/04/2025, 12:52:48 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20955,"09/03/2025, 02:00:32 PM UTC
09/04/2025, 02:00:32 PM UTC",AM87659,c25-30903,,,"09/04/2025, 01:36:35 PM UTC",lookup,,
Clinton Lebeau,Champaign IL PD,3,81,"09/03/2025, 02:00:32 PM UTC
09/04/2025, 02:00:32 PM UTC",AM87659,stolen,C25-30903,arizona,"09/04/2025, 01:46:35 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20955,"09/03/2025, 02:30:53 PM UTC
09/04/2025, 02:30:53 PM UTC",AM87659,c25-30903,,,"09/04/2025, 02:01:58 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1457,20955,"09/03/2025, 02:30:01 PM UTC
09/04/2025, 02:30:01 PM UTC",AM87659,c25-30903,,,"09/04/2025, 02:05:04 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21010,"09/04/2025, 09:30:24 PM UTC
09/05/2025, 09:30:24 PM UTC",BW22693,battery,c24- 8690,,"09/05/2025, 09:26:27 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21010,"09/04/2025, 09:30:24 PM UTC
09/05/2025, 09:30:24 PM UTC",BB51957,battery,c24- 8690,,"09/05/2025, 09:27:13 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21010,"08/29/2025, 09:30:41 PM UTC
09/05/2025, 09:30:41 PM UTC",BB51957,battery,c24- 8690,,"09/05/2025, 09:27:43 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21010,"08/29/2025, 09:30:41 PM UTC
09/05/2025, 09:30:41 PM UTC",BW22693,battery,c24- 8690,,"09/05/2025, 09:28:37 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21010,"08/29/2025, 09:30:47 PM UTC
09/05/2025, 09:30:47 PM UTC",BW22693,battery,c24- 8690,,"09/05/2025, 09:29:50 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,21010,"08/29/2025, 10:30:47 PM UTC
09/05/2025, 10:30:47 PM UTC",BW22693,battery,c24- 8690,,"09/05/2025, 10:07:50 PM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/04/2025, 01:00:04 AM UTC
09/05/2025, 01:00:04 AM UTC",ES55379,rantoul dom suspect,,,"09/05/2025, 12:52:07 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,1457,20989,"09/04/2025, 11:00:23 PM UTC
09/05/2025, 01:00:23 AM UTC",ES55379,rantoul dom suspect,,,"09/05/2025, 12:52:28 AM UTC",lookup,,
Matthew Locklear,Champaign IL PD,1457,21014,"09/02/2025, 10:30:00 AM UTC
09/06/2025, 01:30:00 PM UTC",FH83504,hit and run,c25-31199,,"09/06/2025, 03:31:05 PM UTC",lookup,,
Matthew Locklear,Champaign IL PD,1457,21014,"09/02/2025, 10:30:00 AM UTC
09/06/2025, 01:30:00 PM UTC",FH83504,hit and run,c25-31199,,"09/06/2025, 03:40:12 PM UTC",lookup,,
Matthew Locklear,Champaign IL PD,1457,21014,"09/02/2025, 10:30:00 AM UTC
09/06/2025, 01:30:00 PM UTC",FH83504,hit and run,c25-31199,,"09/06/2025, 04:03:26 PM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/03/2025, 05:30:13 AM UTC
09/04/2025, 05:30:13 AM UTC",Z740798,c25-30879,,,"09/04/2025, 05:15:14 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/03/2025, 05:30:13 AM UTC
09/04/2025, 05:30:13 AM UTC",Z740798,c25-30879,,,"09/04/2025, 05:18:00 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/03/2025, 05:30:13 AM UTC
09/04/2025, 05:30:13 AM UTC",Z740798,c25-30879,,,"09/04/2025, 05:19:31 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/03/2025, 05:30:13 AM UTC
09/04/2025, 05:30:13 AM UTC",Z740798,c25-30879,,,"09/04/2025, 05:55:00 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"09/03/2025, 05:30:13 AM UTC
09/04/2025, 05:30:13 AM UTC",Z740798,c25-30879,,,"09/04/2025, 06:19:04 AM UTC",lookup,,
Dylan Harnsberger,Champaign IL PD,3,81,"09/04/2025, 03:30:00 AM UTC
09/04/2025, 06:00:00 AM UTC",,Suspect vehicle,c25-30879,SedanChevroletblack,"09/04/2025, 11:14:09 AM UTC",search,,
Dylan Harnsberger,Champaign IL PD,1457,20949,"08/28/2025, 11:14:37 AM UTC
09/04/2025, 11:14:37 AM UTC",DX18569,Suspect vehicle,c25-30879,SedanChevroletblack,"09/04/2025, 11:14:40 AM UTC",lookup,,
Dylan Harnsberger,Champaign IL PD,1457,20949,"08/28/2025, 11:17:17 AM UTC
09/04/2025, 11:17:17 AM UTC",FQ59163,Suspect vehicle,c25-30879,SedanChevroletblack,"09/04/2025, 11:17:19 AM UTC",lookup,,
Dylan Harnsberger,Champaign IL PD,3,81,"09/03/2025, 01:00:00 PM UTC
09/03/2025, 11:30:00 PM UTC",,Suspect vehicle,c25-30879,SedanChevroletblack,"09/04/2025, 11:22:12 AM UTC",search,,
Payton Adams,Champaign IL PD,3,81,"09/06/2025, 05:00:34 AM UTC
09/06/2025, 07:00:34 AM UTC",DJ37166,stolen,,,"09/06/2025, 06:54:47 AM UTC",lookup,,
Payton Adams,Champaign IL PD,3,81,"09/05/2025, 07:00:53 AM UTC
09/06/2025, 07:00:53 AM UTC",DJ37166,stolen,,,"09/06/2025, 06:54:56 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,21012,"09/05/2025, 07:30:02 AM UTC
09/06/2025, 07:30:02 AM UTC",DJ37166,STOLEN VEHICLE PER METCAD,,,"09/06/2025, 07:06:04 AM UTC",lookup,,
