Name, Org Name, Total Networks Searched, Total Devices Searched, Time Frame, License Plate, Reason, Case #, Filters, Search Time, Search Type, Text Prompt, Moderation
Logan Retzer,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,invo,c25-27528,,"08/10/2025, 03:29:05 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:29:41 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:29:49 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:30:22 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:31:54 AM UTC",search,,
Logan Retzer,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,,"08/10/2025, 03:32:08 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:33:27 AM UTC",search,,
Logan Retzer,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,,"08/10/2025, 03:33:50 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:34:37 AM UTC",search,,
Logan Retzer,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,,"08/10/2025, 03:36:46 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:37:14 AM UTC",search,,
Logan Retzer,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,,"08/10/2025, 03:38:19 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:38:39 AM UTC",search,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:39:24 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:42:00 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:42:12 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:42:25 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:43:08 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:43:18 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:45:31 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:47:20 AM UTC",search,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:47:31 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:48:35 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:48:55 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:49:28 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 03:51:23 AM UTC",search,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:51:48 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:51:53 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:54:41 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:54:50 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:55:07 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:55:44 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:56:15 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:56:57 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 03:57:24 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 04:00:15 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 04:01:15 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/09/2025, 11:46:24 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:01:06 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:02:29 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:03:19 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:04:29 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:05:44 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:06:53 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:08:56 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:08:59 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:10:25 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:11:58 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dy63192,c25-14476 ATL Rajon Campbell ccso 99,,,"08/10/2025, 12:12:53 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 04:08:05 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 04:10:09 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",lfw5298,c25-27528,,north_carolina,"08/10/2025, 04:11:10 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:11:49 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:11:55 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:12:50 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:13:13 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 04:13:57 AM UTC",search,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:15:04 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:15:29 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:18:26 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:18:38 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:18:42 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:23:15 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:23:23 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:24:30 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:25:31 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:26:31 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:26:44 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:27:06 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1418,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-27528,,,"08/10/2025, 04:27:46 AM UTC",search,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:28:17 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:30:39 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:30:43 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:34:12 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1463,20696,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",LFW5298,c25-27528,,north_carolina,"08/10/2025, 04:34:15 AM UTC",lookup,,
Tom Favot,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl5447,c25-24166,,,"08/19/2025, 05:11:55 PM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20779,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl5447,c25-24166,,,"08/19/2025, 05:12:21 PM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20779,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl6570,c25-24166,,,"08/19/2025, 05:13:23 PM UTC",lookup,,
Tom Favot,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DL6570,burg,c25-24166,,"08/19/2025, 09:49:04 AM UTC",lookup,,
Tom Favot,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FH86053,burg,c25-24166,,"08/19/2025, 09:52:12 AM UTC",lookup,,
Tom Favot,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FH86053,burg,c25-24166,,"08/19/2025, 09:52:40 AM UTC",lookup,,
Tom Favot,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FH86053,burg,c25-24166,,"08/19/2025, 09:53:01 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1461,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FH86053,burg,,,"08/19/2025, 09:55:15 AM UTC",lookup,,
Tom Favot,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",fh86053,c25-24166,,,"08/19/2025, 09:56:13 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",fh86053,c25-24166,,,"08/19/2025, 09:56:30 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl6570,c25-24166,,,"08/19/2025, 10:05:36 AM UTC",lookup,,
Tom Favot,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl6570,c25-24166,,,"08/19/2025, 10:07:45 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl6570a,c25-24166,,,"08/19/2025, 10:10:06 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl6570f,c25-24166,,,"08/19/2025, 10:10:21 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",dl6570f,c25-24166,,,"08/19/2025, 10:10:33 AM UTC",lookup,,
Tom Favot,Champaign IL PD,1417,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DL6570F,c25-24166,,,"08/19/2025, 10:13:24 AM UTC",lookup,,
Devon Watkins,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FG48163,hit/run,C25-28702,illinois,"08/19/2025, 08:07:37 PM UTC",lookup,,
Jesse Brockwell,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EH29025,hit and run,,illinois,"08/19/2025, 11:13:27 PM UTC",lookup,,
Jordan Wooten,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DW97867,suspicious vehicle,c25-28901,,"08/20/2025, 02:59:00 AM UTC",lookup,,
Devon Watkins,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,hit/run,,,"08/20/2025, 08:14:33 PM UTC",search,,
Devon Watkins,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FG48163,hit/run,c25-28702,,"08/20/2025, 08:15:17 PM UTC",lookup,,
Devon Watkins,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FG48163,hit/run,c25-28702,,"08/20/2025, 08:15:51 PM UTC",lookup,,
Devon Watkins,Champaign IL PD,1460,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,hit/run,C25-28702,Ford,"08/19/2025, 08:18:18 PM UTC",search,,
Devon Watkins,Champaign IL PD,1460,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FG48163,hit/run,C25-28702,Ford,"08/19/2025, 08:21:27 PM UTC",lookup,,
Devon Watkins,Champaign IL PD,1460,20767,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FG48163,hit/run,C25-28702,Ford,"08/19/2025, 08:21:39 PM UTC",lookup,,
Devon Watkins,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FG48163,hit/run,C25-28702,Ford,"08/19/2025, 08:22:00 PM UTC",lookup,,
Austin Massey,Champaign IL PD,1460,20788,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,hit and run,,,"08/20/2025, 05:21:14 PM UTC",lookup,,
Brian Murphy,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DC26546,Daytime search for best result,,,"08/21/2025, 02:33:57 AM UTC",lookup,,
Marshall Henry,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",CC74867,C24-10456,C24-10456,illinois,"08/20/2025, 03:49:35 PM UTC",lookup,,
Marshall Henry,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",CC74867,C24-10456,C24-10456,illinois,"08/20/2025, 03:50:44 PM UTC",lookup,,
Lucas Rice,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,C25-28954,,,"08/20/2025, 03:52:50 PM UTC",lookup,,
Lucas Rice,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,C25-28954,,,"08/20/2025, 03:52:57 PM UTC",lookup,,
Lucas Rice,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,C25-28954,,,"08/20/2025, 03:53:02 PM UTC",lookup,,
Lucas Rice,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,C25-28954,,,"08/20/2025, 03:53:09 PM UTC",lookup,,
Mason Voges,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,hit and run,,,"08/20/2025, 03:53:24 PM UTC",lookup,,
Mason Voges,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,hit and run,,,"08/20/2025, 03:54:05 PM UTC",lookup,,
Mason Voges,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ER32366,hit and run,,,"08/20/2025, 03:54:06 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",Y828415,Other image search from alerts page associated with Alert: Hit and Run-Impound Y828415 - 2025-08-21T01:10:35.854Z,,,"08/21/2025, 01:10:38 AM UTC",lookup,,
Matthew Locklear,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DC11923,Burglary,C25-24594,illinois,"08/21/2025, 04:59:51 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:13:33 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:13:51 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:14:22 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:14:54 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:15:20 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:15:34 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:16:24 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:16:44 PM UTC",lookup,,
Ryan Walmer,Champaign IL PD,1460,20808,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",G455443,c25-28882,,,"08/21/2025, 05:18:29 PM UTC",lookup,,
Jordan Wooten,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DW97867,suspicious vehicle,c25-28901,,"08/20/2025, 04:21:48 AM UTC",lookup,,
LaDarius Jackson,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",3198878B,possible 55 driver,,,"08/20/2025, 04:49:36 AM UTC",lookup,,
LaDarius Jackson,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",3198878B,possible 55 driver,,,"08/20/2025, 04:50:58 AM UTC",lookup,,
LaDarius Jackson,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",3198878B,possible 55 driver,,,"08/20/2025, 04:51:10 AM UTC",lookup,,
LaDarius Jackson,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",3198878B,possible 55 driver,,,"08/20/2025, 04:51:43 AM UTC",lookup,,
LaDarius Jackson,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",3198878B,possible 55 driver,,,"08/20/2025, 04:52:38 AM UTC",lookup,,
