Name, Org Name, Total Networks Searched, Total Devices Searched, Time Frame, License Plate, Reason, Case #, Filters, Search Time, Search Type, Text Prompt, Moderation
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:06:51 AM UTC",lookup,,
Jordan Wooten,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,fleeing,c25-30281,illinois,"08/30/2025, 07:07:13 AM UTC",lookup,,
Jordan Wooten,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,fleeing,c25-30281,,"08/30/2025, 07:07:22 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:07:32 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ff78979,c25-30281,,,"08/30/2025, 07:07:46 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:07:49 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:08:01 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ff78979,c25-30281,,,"08/30/2025, 07:08:17 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:08:23 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:08:41 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ff78979,c25-30281,,,"08/30/2025, 07:08:45 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ff78979,c25-30281,,,"08/30/2025, 07:09:08 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:09:40 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ff78979,c25-30281,,,"08/30/2025, 07:09:47 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:09:55 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ff78979,c25-30281,,,"08/30/2025, 07:10:01 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:10:17 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:10:23 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:11:12 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:11:39 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:11:55 AM UTC",lookup,,
Jordan Wooten,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,fleeing,c25-30281,,"08/30/2025, 07:13:40 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:14:18 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:14:38 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:16:11 AM UTC",lookup,,
Bre James,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,C25-30281,,,"08/30/2025, 07:16:55 AM UTC",lookup,,
Bre James,Champaign IL PD,281,6341,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,C25-30281,,,"08/30/2025, 07:17:08 AM UTC",lookup,,
Bre James,Champaign IL PD,281,6341,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,C25-30281,,,"08/30/2025, 07:17:28 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:17:32 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:18:17 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:19:10 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:19:24 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:19:29 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:19:59 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:20:20 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:20:29 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:20:50 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:21:14 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:21:35 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:23:14 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:23:44 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:24:34 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:25:10 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:26:03 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:26:06 AM UTC",lookup,,
Sarah Burgener,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-29891,,,"08/29/2025, 06:19:23 PM UTC",search,,
Sarah Burgener,Champaign IL PD,1,1,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-29891,,,"08/29/2025, 06:19:45 PM UTC",search,,
Sarah Burgener,Champaign IL PD,1,1,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-29891,,,"08/29/2025, 06:20:32 PM UTC",search,,
John Lieb,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EY57600,C25-29891,,illinois,"08/29/2025, 01:08:01 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/29/2025, 01:34:25 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DL153,T25001520,,,"08/29/2025, 07:15:01 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",DL4275,T25001520,,,"08/29/2025, 07:15:15 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 09:30:44 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 09:36:24 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 09:46:16 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 09:50:11 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,1459,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 09:52:15 PM UTC",lookup,,
Payton Lareau,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 10:00:51 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,C25-30376,,,"08/30/2025, 11:59:49 PM UTC",search,,
Lauren Hill,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EY91600,C25-30376,,,"08/31/2025, 12:00:05 AM UTC",lookup,,
Lauren Hill,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EY91600,C25-30376,,,"08/31/2025, 12:02:37 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 12:34:35 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 12:35:48 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 12:37:09 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 12:37:32 AM UTC",lookup,,
Payton Lareau,Champaign IL PD,4,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EF89756,c25-30090,,,"08/28/2025, 10:01:43 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,1416,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",fj99427,C25-29891,,,"08/28/2025, 10:30:56 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,1416,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ej99427,C25-29891,,,"08/28/2025, 10:31:26 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,1416,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ej99427,C25-29891,,,"08/28/2025, 10:31:39 PM UTC",lookup,,
Lauren Hill,Champaign IL PD,1416,20896,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",fj98427,C25-29891,,,"08/28/2025, 10:41:15 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 12:39:18 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 12:59:01 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 01:08:06 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/31/2025, 01:38:23 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",4040221,Other image search from alerts page associated with Alert: ATL/Interview Nygel Dean -- 10-0 for 32 4040221 - 2025-08-31T01:53:16.898Z,,,"08/31/2025, 01:53:18 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",Y828415,Other image search from alerts page associated with Alert: Hit and Run-Impound Y828415 - 2025-08-30T02:21:58.544Z,,,"08/30/2025, 02:22:07 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",Y828415,Other image search from alerts page associated with Alert: Hit and Run-Impound Y828415 - 2025-08-30T02:24:02.665Z,,,"08/30/2025, 02:24:03 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EW69381,i25-13105,,,"08/30/2025, 02:40:03 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EW69381,i25-13105,,,"08/30/2025, 02:40:37 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EW69381,i25-13105,,,"08/30/2025, 02:55:57 AM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1,9,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:42:04 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,2,10,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:49:17 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,2,10,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:51:04 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:54:02 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:54:27 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:56:49 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 09:58:04 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1,5,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 10:00:17 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FP286683,Forgery,C25-29312,,"08/30/2025, 10:04:02 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FP286683,Forgery,C25-29312,,"08/30/2025, 10:09:25 PM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 06:51:17 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",Y828415,Other image search from alerts page associated with Alert: Hit and Run-Impound Y828415 - 2025-08-31T02:52:58.357Z,,,"08/31/2025, 02:52:59 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",Y828415,Other image search from alerts page associated with Alert: Hit and Run-Impound Y828415 - 2025-08-31T02:59:00.202Z,,,"08/31/2025, 02:59:01 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/31/2025, 02:59:58 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/31/2025, 03:01:35 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",eu61118,c25-30405,,,"08/31/2025, 03:18:52 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",eu61118,c25-30405,,,"08/31/2025, 03:18:55 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",eu61118,c25-30405,,,"08/31/2025, 03:23:45 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",eu61118,c25-30405,,,"08/31/2025, 03:26:22 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:26:22 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:26:31 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:26:54 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:27:06 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:27:55 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:28:50 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:29:03 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:29:20 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:29:40 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:30:01 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:32:30 AM UTC",lookup,,
Jonathan Kristensen,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:32:48 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1457,20906,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FF78979,c25-30281,,,"08/30/2025, 07:34:11 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EP70661,c25-29517,,illinois,"08/31/2025, 03:45:49 AM UTC",lookup,,
Logan Retzer,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EP70661,c25-29517,,illinois,"08/31/2025, 03:46:57 AM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-30143,,,"08/31/2025, 04:34:02 AM UTC",search,,
Maxwell Villanti,Champaign IL PD,1,3,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,c25-30143,,,"08/31/2025, 04:34:41 AM UTC",search,,
Amanda Reifsteck,Champaign IL PD,3,81,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FP286683,Forgery,C25-29312,,"08/30/2025, 10:09:33 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1,1,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 10:13:07 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1,1,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 10:13:21 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EQ88072,Forgery,C25-29312,,"08/30/2025, 10:14:33 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EQ88072,Forgery,C25-29312,,"08/30/2025, 10:14:45 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",FP286683,Forgery,C25-29312,,"08/30/2025, 10:15:08 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",,Forgery,C25-29312,SUVChevroletblack,"08/30/2025, 10:17:23 PM UTC",search,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EH38685,Check area,C25-30367,,"08/30/2025, 10:26:53 PM UTC",lookup,,
Amanda Reifsteck,Champaign IL PD,1457,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",EH38685,Check area,C25-30367,,"08/30/2025, 10:28:42 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/30/2025, 10:31:04 PM UTC",lookup,,
Maxwell Villanti,Champaign IL PD,1415,20913,"08/05/2025, 01:40:00 PM UTC
08/05/2025, 01:50:00 PM UTC",ET52845,C25-21715 ATL ANTOINE WALLACE CCSO 99,,,"08/30/2025, 10:33:17 PM UTC",lookup,,
